User_ID,Attempt_Number,H_mean_ms,H_median_ms,H_std_ms,F_mean_ms,F_median_ms,F_std_ms,T_total_ms,Drift_Level
DSU-SYN-13,8,100.684,108.138,25.922,85.561,90.24,27.079,1942.733,0.032295
DSU-SYN-13,9,86.066,111.034,22.994,83.444,87.619,32.375,1901.931,0.039166
DSU-SYN-13,10,88.174,101.943,30.033,69.344,81.182,34.26,1975.359,0.047426
DSU-SYN-13,11,86.152,104.666,26.103,91.513,98.433,28.445,1899.181,0.057324
DSU-SYN-13,12,95.83,101.597,23.408,76.137,78.242,25.282,1858.066,0.069138
DSU-SYN-13,13,93.713,99.344,18.201,80.741,85.082,26.068,2051.088,0.083173
DSU-SYN-13,14,89.378,110.044,26.094,87.116,83.232,27.505,1896.138,0.09975
DSU-SYN-13,15,93.646,104.808,23.876,93.749,91.195,26.613,1965.715,0.119203
DSU-SYN-13,16,92.784,102.059,26.524,84.57,83.417,23.772,1937.222,0.141851
DSU-SYN-13,17,96.508,103.394,32.778,94.185,97.435,29.926,2099.864,0.167982
DSU-SYN-13,18,90.276,94.601,25.507,92.876,91.115,28.752,2071.578,0.197816
DSU-SYN-13,19,96.727,112.005,24.438,83.695,100.564,28.457,1945.586,0.231475
DSU-SYN-13,20,92.384,105.439,25.198,83.393,82.626,27.875,1958.947,0.268941
DSU-SYN-13,21,101.766,110.89,27.835,87.537,91.724,29.437,2062.911,0.310026
DSU-SYN-13,22,96.559,115.617,27.409,97.728,90.397,24.189,2044.858,0.354344
DSU-SYN-13,23,101.5,113.944,28.675,91.912,89.435,30.297,2070.014,0.401312
DSU-SYN-13,24,95.948,117.494,25.652,91.577,105.072,31.295,2029.758,0.450166
DSU-SYN-13,25,101.087,113.618,21.239,90.736,95.945,28.441,2087.066,0.5
DSU-SYN-13,26,106.194,112.133,25.703,99.22,95.287,29.152,2064.295,0.549834
DSU-SYN-13,27,112.635,103.417,27.616,98.324,93.537,31.997,2156.304,0.598688
DSU-SYN-13,28,102.033,114.112,28.537,98.751,98.693,29.474,2131.138,0.645656
DSU-SYN-13,29,106.836,110.112,26.407,89.863,105.248,30.756,2162.13,0.689974
DSU-SYN-13,30,96.661,125.927,27.713,102.267,105.997,27.836,2100.844,0.731059
DSU-SYN-13,31,105.379,131.964,30.172,111.721,108.854,31.38,2081.083,0.768525
DSU-SYN-13,32,110.388,110.792,33.586,104.023,86.392,29.751,2206.201,0.802184
DSU-SYN-13,33,104.441,122.395,27.605,95.643,102.461,30.806,2144.988,0.832018
DSU-SYN-13,34,112.233,115.039,30.641,104.462,94.072,27.539,2178.048,0.858149
DSU-SYN-13,35,116.41,122.594,25.655,85.89,108.264,30.691,2263.897,0.880797
DSU-SYN-13,36,102.451,121.799,32.18,102.296,101.698,31.077,2227.832,0.90025
DSU-SYN-13,37,107.081,125.217,28.991,97.375,116.448,29.572,2155.027,0.916827
DSU-SYN-13,38,107.076,120.935,29.248,105.549,104.628,31.579,2034.004,0.930862
DSU-SYN-13,39,117.022,120.075,31.724,97.645,102.277,29.511,2305.453,0.942676
DSU-SYN-13,40,104.867,124.78,28.695,103.416,103.828,34.443,2073.252,0.952574
DSU-SYN-13,41,101.367,111.402,27.642,101.444,95.78,29.433,2066.99,0.960834
DSU-SYN-13,42,102.979,127.264,31.404,107.589,99.587,27.457,2130.34,0.967705
DSU-SYN-13,43,107.955,125.706,32.679,110.373,101.292,31.382,2189.296,0.973403
DSU-SYN-13,44,107.25,131.635,26.041,105.285,113.083,27.676,2168.143,0.978119
DSU-SYN-13,45,105.681,120.403,26.475,110.351,109.888,32.628,2153.447,0.982014
DSU-SYN-13,46,108.817,117.081,29.649,119.771,106.528,28.402,2227.961,0.985226
DSU-SYN-13,47,101.673,115.63,27.891,104.242,111.629,32.828,2252.74,0.987872
DSU-SYN-13,48,102.976,118.958,31.184,103.186,104.38,32.494,2192.37,0.990048
DSU-SYN-13,49,109.633,129.66,30.083,114.071,109.443,27.73,2140.171,0.991837
DSU-SYN-13,50,104.361,117.449,30.294,110.716,113.647,32.175,2186.564,0.993307
DSU-SYN-14,1,93.554,93.42,27.706,62.654,73.988,21.522,1677.899,0.008163
DSU-SYN-14,2,99.187,90.535,27.413,56.944,64.389,19.321,1547.3,0.009952
DSU-SYN-14,3,110.021,93.65,23.338,61.336,63.117,20.869,1600.511,0.012128
DSU-SYN-14,4,108.224,94.122,24.386,53.211,68.218,21.439,1647.531,0.014774
DSU-SYN-14,5,111.62,98.527,29.399,56.305,71.936,19.803,1598.883,0.017986
DSU-SYN-14,6,100.871,94.598,23.531,66.057,55.904,19.405,1590.547,0.021881
DSU-SYN-14,7,102.975,89.615,27.329,73.299,70.03,19.384,1626.704,0.026597
DSU-SYN-14,8,108.62,99.152,25.685,61.623,50.902,21.33,1774.736,0.032295
DSU-SYN-14,9,104.924,83,29.316,56.814,57.991,20.117,1650.064,0.039166
DSU-SYN-14,10,102.231,90.526,28.148,59.964,55.481,17.754,1658.495,0.047426
DSU-SYN-14,11,103.959,86.885,30.355,46.206,59.656,17.077,1648.065,0.057324
DSU-SYN-14,12,107.871,99.799,26.159,66.418,63.745,14.398,1774.275,0.069138
DSU-SYN-14,13,98.121,96.515,28.984,64.861,59.884,20.804,1536.222,0.083173
DSU-SYN-14,14,105.285,91.897,26.397,66.144,69.647,17.947,1705.068,0.09975
DSU-SYN-14,15,106.213,90.602,27.541,62.203,59.392,19.958,1672.682,0.119203
DSU-SYN-14,16,98.418,87.216,29.358,59.606,65.837,20.935,1574.084,0.141851
DSU-SYN-14,17,99.784,104.316,29.303,62.557,58.944,17.816,1587.55,0.167982
DSU-SYN-14,18,111.796,92.597,31.305,63.325,58.884,18.152,1496.149,0.197816
DSU-SYN-14,19,107.381,96.236,30.797,55.152,72.788,21.41,1777.581,0.231475
DSU-SYN-14,20,108.396,102.831,25.241,71.572,61.939,15.388,1622.488,0.268941
DSU-SYN-14,21,109.426,94.379,30.061,57.348,54.625,23.12,1776.769,0.310026
DSU-SYN-14,22,104.95,99.284,31.886,71.688,69.164,22.613,1675.649,0.354344
DSU-SYN-14,23,111.198,100.055,28.886,67.867,69.651,20.158,1667.499,0.401312
DSU-SYN-14,24,115.93,96.141,29.262,69.509,72.339,14.979,1817.909,0.450166
DSU-SYN-14,25,109.433,108.02,28.856,72.084,82.67,19.793,1857.215,0.5
DSU-SYN-14,26,113.91,104.895,30.47,78.561,68.071,18.236,1740.745,0.549834
DSU-SYN-14,27,115.093,102.593,32.311,82.377,67.306,19.066,1699.565,0.598688
DSU-SYN-14,28,125.592,106.066,31.965,67.541,74.094,22.371,1796.499,0.645656
DSU-SYN-14,29,121.616,116.899,28.615,70.424,69.72,25.3,1900.453,0.689974
DSU-SYN-14,30,116.3,106.262,29.142,82.801,73.529,20.807,1882.428,0.731059
DSU-SYN-14,31,116.712,105.579,31.394,83.057,86.437,23.078,1907.285,0.768525
DSU-SYN-14,32,117.258,103.821,33.167,80.053,68.695,20.936,1855.348,0.802184
DSU-SYN-14,33,116.242,115.305,32.878,87.921,79.408,22.084,1804.539,0.832018
DSU-SYN-14,34,119.325,108.432,28.389,77.019,76.411,23.024,1910.235,0.858149
DSU-SYN-14,35,116.766,111.119,31.462,63.537,75.895,24.783,1767.008,0.880797
DSU-SYN-14,36,120.586,117.051,30.111,81.196,71.368,26.236,1884.737,0.90025
DSU-SYN-14,37,120.554,116.195,33.748,76.294,75.64,23.475,1851.855,0.916827
DSU-SYN-14,38,109.987,109.41,28.462,91.554,80.865,20.033,1850.85,0.930862
DSU-SYN-14,39,111.339,104.391,34.761,95.507,84.399,22.116,1873.061,0.942676
DSU-SYN-14,40,116.182,120.366,31.797,95.028,88.6,18.035,1859.651,0.952574
DSU-SYN-14,41,117.768,109.816,32.159,100.493,73.941,22.994,1951.901,0.960834
DSU-SYN-14,42,121.229,110.89,29.731,83.306,83.61,23.27,1950.721,0.967705
DSU-SYN-14,43,128.402,115.127,32.549,75.762,77.056,21.926,1930.181,0.973403
DSU-SYN-14,44,119.033,105.848,29.424,72.989,79.34,18.82,1843.894,0.978119
DSU-SYN-14,45,119.525,103.917,33.363,87.423,77.531,21.418,1952.72,0.982014
DSU-SYN-14,46,117.982,106.741,35.42,88.357,84.501,24.839,1777.654,0.985226
DSU-SYN-14,47,128.369,112.662,34.969,85.433,81.239,21.847,1942.557,0.987872
DSU-SYN-14,48,120.08,115.081,28.487,79.909,93.257,20.98,1900.802,0.990048
DSU-SYN-14,49,117.258,112.453,30.621,82.084,86.117,20.805,1973.25,0.991837
DSU-SYN-14,50,125.809,116.075,32.82,102.678,87.381,23.371,1857.173,0.993307
DSU-SYN-15,1,109.459,94.413,30.423,112.239,80.243,25.583,1668.499,0.008163
DSU-SYN-15,2,103.769,79.876,26.756,106.547,80.988,29.972,1672.145,0.009952
DSU-SYN-15,3,105.092,86.828,22.401,91.436,80.055,26.856,1696.662,0.012128
DSU-SYN-15,4,115.605,84.304,27.657,99.547,64.589,29.058,1603.42,0.014774
DSU-SYN-15,5,107.921,97.335,22.383,105.882,69.759,31.034,1658.235,0.017986
DSU-SYN-15,6,112.088,82.804,24.302,109.234,86.431,29.98,1575.694,0.021881
DSU-SYN-15,7,111.971,99.75,26.496,112.545,71.459,28.694,1683.297,0.026597
DSU-SYN-15,8,112.365,83.884,24.244,109.829,83.164,32.604,1767.913,0.032295
DSU-SYN-15,9,111.175,86.283,29.679,108.329,70.257,26.268,1678.134,0.039166
DSU-SYN-15,10,109.765,87.856,29.023,108.787,84.296,24.058,1663.914,0.047426
DSU-SYN-15,11,114.303,80.533,24.753,99.407,76.645,32.998,1790.727,0.057324
DSU-SYN-15,12,106.97,91.012,27.845,107.036,79.145,29.737,1770.82,0.069138
DSU-SYN-15,13,116.807,83.331,28.506,110.373,78.922,31.865,1670.066,0.083173
DSU-SYN-15,14,112.595,89.536,21.552,104.901,73.354,26.14,1762.255,0.09975
DSU-SYN-15,15,114.464,89.131,25.281,107.589,83.701,27.121,1667.372,0.119203
DSU-SYN-15,16,116.691,80.008,26.66,103.734,77.403,28.029,1684.138,0.141851
DSU-SYN-15,17,122.439,88.538,27.662,118.853,75.428,33.93,1682.716,0.167982
DSU-SYN-15,18,122.267,94.446,27.846,107.147,75.581,29.708,1754.109,0.197816
DSU-SYN-15,19,113.898,89.718,26.616,114.237,87.349,27.992,1654.59,0.231475
DSU-SYN-15,20,116.535,99.613,30.292,101.595,79.163,27.491,1693.905,0.268941
DSU-SYN-15,21,123.4,85.602,23.581,105.038,83.293,31.542,1755.578,0.310026
DSU-SYN-15,22,122.054,84.697,30.816,109.112,86.844,26.867,1738.599,0.354344
DSU-SYN-15,23,118.202,100.137,24.112,112.203,76.883,31.637,1806.748,0.401312
DSU-SYN-15,24,124.336,92.562,30.633,121.258,74.512,32.109,1834.094,0.450166
DSU-SYN-15,25,117.504,90.08,30.917,106.992,84.298,30.687,1832.036,0.5
DSU-SYN-15,26,116.561,93.608,29.051,121.324,100.09,27.228,1818.973,0.549834
DSU-SYN-15,27,115.141,103.005,26.696,112.312,83.807,31.012,1834.179,0.598688
DSU-SYN-15,28,123.838,98.727,25.948,121.76,87.964,34.304,1776.104,0.645656
DSU-SYN-15,29,114.205,99.384,32.73,119.334,87.97,29.41,1961.985,0.689974
DSU-SYN-15,30,117.808,96.666,31.116,108.136,97.637,33.319,1914.213,0.731059
DSU-SYN-15,31,126.421,100.162,27.217,119.256,84.888,33.131,1918.981,0.768525
DSU-SYN-15,32,131.621,103.432,32.351,119.054,88.543,33.241,1845.551,0.802184
DSU-SYN-15,33,126.12,96.805,27.982,125.306,97.329,29.718,1928.497,0.832018
DSU-SYN-15,34,122.58,102.663,33.856,126.913,97.307,37.064,1840.122,0.858149
DSU-SYN-15,35,120.722,99.378,29.789,108.439,91.74,31.025,1951.051,0.880797
DSU-SYN-15,36,127.764,100.335,31.995,127.334,88.762,31.236,1746.248,0.90025
DSU-SYN-15,37,120.847,99.925,30.787,117.687,90.624,29.475,1918.975,0.916827
DSU-SYN-15,38,128.681,105.902,30.701,114.422,90.266,31.579,1882.977,0.930862
DSU-SYN-15,39,127.14,111.23,32.759,118.003,98.293,34.248,1858.327,0.942676
DSU-SYN-15,40,131.188,103.479,27.252,126.877,95.722,32.119,1915.099,0.952574
DSU-SYN-15,41,123.497,107.48,30.709,125.326,96.728,29.837,1857.599,0.960834
DSU-SYN-15,42,116.166,107.377,27.82,125.274,96.949,34.258,1837.979,0.967705
DSU-SYN-15,43,126.993,113.007,35.165,130.528,96.862,30.263,1974.273,0.973403
DSU-SYN-15,44,126.613,107.543,29.32,123.67,95.916,33.411,1959.945,0.978119
DSU-SYN-15,45,124.578,98.094,34.983,139.729,97.693,29.502,1872.429,0.982014
DSU-SYN-15,46,130.077,111.574,27.905,124.118,96.249,34.987,1903.465,0.985226
DSU-SYN-15,47,119.76,108.022,33.762,124.427,97.557,31.65,1869.106,0.987872
DSU-SYN-15,48,132.75,106.893,32.186,133.983,88.84,31.466,1940.019,0.990048
DSU-SYN-15,49,124.829,108.903,30.501,119.054,95.6,33.279,1994.928,0.991837
DSU-SYN-15,50,129.643,107.32,31.777,123.913,90.937,33.582,1906.622,0.993307
DSU-SYN-16,1,111.131,93.458,27.927,99.215,57.18,24.054,1830.109,0.008163
DSU-SYN-16,2,103.221,87.926,27.527,102.511,53.591,25.506,1947.338,0.009952
DSU-SYN-16,3,106.608,84.864,26.096,96.415,57.977,28.405,2023.88,0.012128
DSU-SYN-16,4,103.749,90.179,22.161,94.18,65.213,28.24,1539.987,0.014774
DSU-SYN-16,5,106.229,96.514,21.403,106.276,41.273,29.593,1847.583,0.017986
DSU-SYN-16,6,91.179,89.224,29.289,99.429,61.491,26.235,1719.06,0.021881
DSU-SYN-16,7,106.473,95.827,29.259,85.422,48.987,25.169,1739.263,0.026597
DSU-SYN-16,8,103.337,89.148,22.887,102.138,61.797,25.937,1840.405,0.032295
DSU-SYN-16,9,93.491,85.643,26.515,98.638,60.601,27.947,1836.038,0.039166
DSU-SYN-16,10,104.819,92.464,26.298,99.713,57.376,25.754,1893.622,0.047426
DSU-SYN-16,11,100.79,89.562,26.656,96.202,56.722,26.143,1744.784,0.057324
DSU-SYN-16,12,105.694,89.002,28.768,95.097,70.3,26.513,1802.276,0.069138
DSU-SYN-16,13,99.063,79.427,30.544,106.821,62.813,25.281,1994.533,0.083173
DSU-SYN-16,14,102.572,87.05,30.387,102.912,72.746,28.213,1844.925,0.09975
DSU-SYN-16,15,101.621,79.51,26.192,106.254,63.522,27.724,1808.908,0.119203
DSU-SYN-16,16,106.222,94.217,28.077,100.885,55.6,29.936,1666.114,0.141851
DSU-SYN-16,17,107.473,102.475,23.357,99.012,60.857,26.721,1965.733,0.167982
DSU-SYN-16,18,108.458,90.922,29.267,101.217,80.58,28.381,1915.807,0.197816
DSU-SYN-16,19,98.149,88.049,30.308,93.844,49.229,28.225,2008.187,0.231475
DSU-SYN-16,20,107.588,89.76,22.976,105.395,66.891,23.847,2002.892,0.268941
DSU-SYN-16,21,111.944,97.842,29.283,107.507,66.87,30.645,1808.487,0.310026
DSU-SYN-16,22,101.408,89.298,27.717,106.889,66.58,31.453,2029.49,0.354344
DSU-SYN-16,23,105.396,95.016,26.152,104.464,67.502,20.336,2131.973,0.401312
DSU-SYN-16,24,113.47,91.724,33.329,104.583,67.343,27.845,2093.482,0.450166
DSU-SYN-16,25,111.01,96.347,31.764,111.275,67.219,32.048,2170.486,0.5
DSU-SYN-16,26,114.019,97.081,29.426,116.723,64.946,28.786,1900.122,0.549834
DSU-SYN-16,27,107.392,94.787,29.099,120.55,72.735,27.406,1971.44,0.598688
DSU-SYN-16,28,121.03,103.855,29.539,108.314,77.208,27.401,2063.931,0.645656
DSU-SYN-16,29,126.318,100.046,27.747,114.406,68.524,26.585,2098.857,0.689974
DSU-SYN-16,30,121.283,98.204,28.944,107.078,71.266,28.837,1991.338,0.731059
DSU-SYN-16,31,125.829,102.766,31.502,118.972,77.542,29.367,2092.429,0.768525
DSU-SYN-16,32,115.629,103.231,31.09,112.116,65.613,30.907,2069.149,0.802184
DSU-SYN-16,33,108.059,104.114,32.795,130.239,71.838,29.32,2014.738,0.832018
DSU-SYN-16,34,119.025,103.058,28.482,114.594,62.836,33.092,2046.29,0.858149
DSU-SYN-16,35,118.216,95.321,29.165,114.464,75.093,32.071,2207.767,0.880797
DSU-SYN-16,36,122.403,107.615,34.331,119.988,75.33,33.476,2187.978,0.90025
DSU-SYN-16,37,122.28,95.829,28.694,115.285,80.559,30.969,2197.421,0.916827
DSU-SYN-16,38,125.866,109.351,33.88,111.021,79.058,29.563,2006.616,0.930862
DSU-SYN-16,39,118.066,110.192,32.076,129.61,77.462,37.251,2138.022,0.942676
DSU-SYN-16,40,119.793,97.349,33.749,114.708,72.714,34.376,2209.64,0.952574
DSU-SYN-16,41,125.49,102.084,30.885,117.544,81.457,35.092,2156.813,0.960834
DSU-SYN-16,42,129.828,108.504,30.46,123.026,87.135,36.232,2216.186,0.967705
DSU-SYN-16,43,120.184,103.038,32.515,128.223,79.616,32.397,2138.411,0.973403
DSU-SYN-16,44,118.501,103.395,31.436,128.592,75.669,31.412,2075.652,0.978119
DSU-SYN-16,45,123.794,111.109,35.178,119.589,80.631,30.913,2174.358,0.982014
DSU-SYN-16,46,121.839,104.625,31.477,121.151,75.484,30.704,2257.876,0.985226
DSU-SYN-16,47,133.869,98.36,27.997,112.755,76.683,33.561,2180.542,0.987872
DSU-SYN-16,48,121.216,107.065,29.426,117.081,77.225,27.37,2058.515,0.990048
DSU-SYN-16,49,114.78,108.273,31.778,122.251,66.344,27.629,2186.769,0.991837
DSU-SYN-16,50,106.521,110.602,26.614,123.677,72.079,33.966,2365.356,0.993307
DSU-SYN-17,1,86.651,84.271,23.88,80.327,81.947,25.468,2026.951,0.008163
DSU-SYN-17,2,101.952,73.585,31.514,75.351,74.808,29.138,2086.592,0.009952
DSU-SYN-17,3,107.627,86.972,26.425,77.344,83.994,28.976,2122.585,0.012128
DSU-SYN-17,4,99.018,79.914,28.307,85.74,83.343,24.184,2053.237,0.014774
DSU-SYN-17,5,95.425,73.961,26.573,86.973,82.145,26.946,1920.203,0.017986
DSU-SYN-17,6,101.106,80.234,27.264,79.154,80.487,19.891,2159.442,0.021881
DSU-SYN-17,7,99.564,79.556,26.076,69.353,84.9,29.255,2110.521,0.026597
DSU-SYN-17,8,91.538,82.354,28.386,83.482,87.311,17.78,2136.176,0.032295
DSU-SYN-17,9,93.558,74.244,28.081,80.915,73.964,27.035,2153.504,0.039166
DSU-SYN-17,10,98.959,77.163,26.145,84.786,74.906,27.97,2090.984,0.047426
DSU-SYN-17,11,98.423,73.139,28.275,82.53,76.153,26.597,2111.748,0.057324
DSU-SYN-17,12,95.896,86.165,23.194,81.188,94.124,28.999,2136.348,0.069138
DSU-SYN-17,13,97.859,78.965,28.011,82.68,79.845,27.352,2262.593,0.083173
DSU-SYN-17,14,99.356,75.721,25.488,84.441,84.661,27.72,2080.891,0.09975
DSU-SYN-17,15,104.169,82.001,27.113,77.804,78.227,30.583,2117.334,0.119203
DSU-SYN-17,16,103.646,80.516,26.426,79.305,92.469,24.403,2069.938,0.141851
DSU-SYN-17,17,101.671,86.166,33.291,83.405,90.248,27.613,2058.004,0.167982
DSU-SYN-17,18,96.614,78.789,26,86.712,88.721,26.139,1966.175,0.197816
DSU-SYN-17,19,112.314,80.342,34.624,73.984,82.78,20.574,2183.112,0.231475
DSU-SYN-17,20,97.205,80.123,26.247,88.168,92.672,30.769,2121.003,0.268941
DSU-SYN-17,21,104.545,79.781,29.042,81.295,92.012,28.954,2250.703,0.310026
DSU-SYN-17,22,100.034,92.018,29.987,83.435,85.861,25.198,2316.585,0.354344
DSU-SYN-17,23,106.631,88.744,29.671,101.092,98.881,24.992,2189.561,0.401312
DSU-SYN-17,24,104.902,89.48,28.813,90.124,100.741,23.716,2144.4,0.450166
DSU-SYN-17,25,104.454,87.463,35.807,94.597,98.691,26.548,2218.278,0.5
DSU-SYN-17,26,100.509,94.453,32.282,97.399,92.756,27.064,2265.174,0.549834
DSU-SYN-17,27,113.106,84.073,33.134,90.635,88.647,22.412,2258.373,0.598688
DSU-SYN-17,28,116.731,100.643,32.413,103.564,95.68,30.204,2250.431,0.645656
DSU-SYN-17,29,107.717,89.679,26.59,100.489,92.974,26.004,2212.715,0.689974
DSU-SYN-17,30,110.007,102.624,37.177,83.705,95.519,25.594,2376.821,0.731059
DSU-SYN-17,31,113.137,91.298,32.308,91.63,108.081,29.704,2365.765,0.768525
DSU-SYN-17,32,98.975,94.753,37.499,103.192,87.986,27.695,2244.869,0.802184
DSU-SYN-17,33,121.402,96.845,30.518,96.096,84.021,25.891,2340.477,0.832018
DSU-SYN-17,34,117.545,86.387,31.613,102.524,91.479,29.286,2350.383,0.858149
DSU-SYN-17,35,122.296,95.351,32.248,102.094,92.683,28.256,2320.659,0.880797
DSU-SYN-17,36,113.38,101.094,34.157,92.9,101.85,32.616,2300.199,0.90025
DSU-SYN-17,37,115.099,96.184,32.696,87.973,109.826,27.024,2435.193,0.916827
DSU-SYN-17,38,111.519,94.275,35.955,104.029,102.894,30.922,2347.38,0.930862
DSU-SYN-17,39,114.797,94.307,35.24,94.165,110.789,28.279,2372.559,0.942676
DSU-SYN-17,40,118.81,97.913,32.283,98.364,107.439,27.453,2365.256,0.952574
DSU-SYN-17,41,115.217,102.265,32.819,109.575,101.302,28.551,2364.598,0.960834
DSU-SYN-17,42,108.706,92.882,31.776,105.692,102.18,27.962,2464.489,0.967705
DSU-SYN-17,43,123.147,104.445,30.998,96.03,113.375,29.8,2361.607,0.973403
DSU-SYN-17,44,119.068,103.29,31.725,100.422,108.147,26.317,2382.62,0.978119
DSU-SYN-17,45,109.975,93.406,31.765,102.054,100.733,27.613,2386.533,0.982014
DSU-SYN-17,46,109.869,100.525,36.017,98.787,101.513,30.181,2241.895,0.985226
DSU-SYN-17,47,118.336,113.938,32.895,98.606,107.244,33.372,2452.929,0.987872
DSU-SYN-17,48,104.913,101.285,39.642,103.103,95.898,29.972,2295.687,0.990048
DSU-SYN-17,49,121.887,93.721,33.406,94.261,99.583,32.99,2393.113,0.991837
DSU-SYN-17,50,112.954,92.801,28.549,91.932,103.563,31.732,2347.088,0.993307
DSU-SYN-18,1,110.127,82.277,28.341,81.782,103.777,34.454,1743.358,0.008163
DSU-SYN-18,2,100.576,92.221,25.328,91.699,105.197,29.413,1905.741,0.009952
DSU-SYN-18,3,111.151,95.678,28.801,85.153,92.392,31.669,1771.851,0.012128
DSU-SYN-18,4,101.131,86.497,27.711,90.084,113.352,28.934,1838.191,0.014774
DSU-SYN-18,5,107.528,87.24,32.583,89.464,96.539,24.792,1756.251,0.017986
DSU-SYN-18,6,93.343,88.009,25.598,96.095,98.289,28.657,1811.731,0.021881
DSU-SYN-18,7,105.718,82.174,26.563,95.795,100.329,28.7,1917.116,0.026597
DSU-SYN-18,8,102.754,88.214,27.013,101.213,94.838,33.201,1860.705,0.032295
DSU-SYN-18,9,106.868,90.094,31.955,83.898,104.907,33.956,1857.878,0.039166
DSU-SYN-18,10,103.155,83.954,28.263,99.392,92.593,27.019,1991.228,0.047426
DSU-SYN-18,11,106.282,97.352,28.051,90.099,94.852,29.775,1757.247,0.057324
DSU-SYN-18,12,106.797,88.58,29.091,87.259,93.684,31.285,1803.002,0.069138
DSU-SYN-18,13,106.184,97.587,33.018,80.879,96.112,30.579,1884.269,0.083173
DSU-SYN-18,14,96.926,89.44,29.36,101.76,98.145,32.515,1805.466,0.09975
DSU-SYN-18,15,99.133,91.472,32.19,84.958,100.198,26.222,1887.312,0.119203
DSU-SYN-18,16,108.866,86.097,28.969,84.422,96.616,34.167,1911.897,0.141851
DSU-SYN-18,17,100.14,87.168,25.726,85.691,109.191,29.525,2046.982,0.167982
DSU-SYN-18,18,105.212,89.099,31.468,76.396,102.855,29.884,2027.604,0.197816
DSU-SYN-18,19,111.118,84.216,33.136,91.599,96.872,30.641,1919.486,0.231475
DSU-SYN-18,20,114.661,92.262,30.728,99.401,109.605,32.264,2044.282,0.268941
DSU-SYN-18,21,110.752,92.137,33.513,94.355,104.069,34.782,2070.779,0.310026
DSU-SYN-18,22,108.465,89.828,34.291,100.678,106.65,29.859,1993.759,0.354344
DSU-SYN-18,23,109.243,89.62,31.185,98.501,103.443,33.121,2074.849,0.401312
DSU-SYN-18,24,115.08,92.44,32.992,98.451,99.258,32.748,2009.516,0.450166
DSU-SYN-18,25,124.095,102.004,33.124,100.575,108.652,28.766,1892.508,0.5
DSU-SYN-18,26,107.662,95.376,26.327,96.91,107.18,30.946,1982.866,0.549834
DSU-SYN-18,27,111.197,105.114,33.485,97.889,109.233,31.619,1990.086,0.598688
DSU-SYN-18,28,109.904,102.392,31.011,95.716,110.324,32.182,1919.844,0.645656
DSU-SYN-18,29,114.344,102.477,33.405,116.638,118.976,35.696,2267.235,0.689974
DSU-SYN-18,30,119.078,99.692,34.913,100.808,112.937,30.627,2111.413,0.731059
DSU-SYN-18,31,112.702,96.117,33.696,104.161,101.475,28.764,2014.486,0.768525
DSU-SYN-18,32,112.152,102.229,33.374,112.12,118.23,35.224,2147.48,0.802184
DSU-SYN-18,33,118.152,106.191,35.272,108.641,121.936,26.806,2093.51,0.832018
DSU-SYN-18,34,116.045,106.928,37.03,98.258,123.299,29.851,2041.796,0.858149
DSU-SYN-18,35,116.811,99.981,29.316,111.357,119.362,35.51,2098.134,0.880797
DSU-SYN-18,36,118.134,101.77,37.528,90.88,109.933,32.97,2058.322,0.90025
DSU-SYN-18,37,117.339,101.591,31.745,108.637,119.775,32.436,2107.561,0.916827
DSU-SYN-18,38,118.054,102.436,29.107,111.328,113.581,36.239,2184.869,0.930862
DSU-SYN-18,39,124.946,97.631,32.587,101.364,112.292,36.265,2251.164,0.942676
DSU-SYN-18,40,113.533,100.573,33.374,112.55,106.162,29.169,2184.283,0.952574
DSU-SYN-18,41,109.678,100.779,34.01,111.712,116.036,32.297,2211.607,0.960834
DSU-SYN-18,42,120.972,99.902,33.732,111.668,127.333,35.206,2239.567,0.967705
DSU-SYN-18,43,116.596,100.618,33.078,108.633,111.089,36.429,2218.092,0.973403
DSU-SYN-18,44,118.205,106.533,34.246,113.918,109.166,32.92,2153.61,0.978119
DSU-SYN-18,45,122.922,100.252,27.458,103.194,116.943,33.46,2276.703,0.982014
DSU-SYN-18,46,122.776,103.86,33.643,116.38,113.833,32.963,2083.557,0.985226
DSU-SYN-18,47,127.004,105.462,31.968,109.126,120.485,32.698,2123.185,0.987872
DSU-SYN-18,48,116.677,105.234,32.852,107.138,109.454,33.528,2148.566,0.990048
DSU-SYN-18,49,118.373,104.565,35.626,114.11,120.823,32.74,2122.098,0.991837
DSU-SYN-18,50,114.788,100.632,33.813,105.215,118.112,30.934,2045.96,0.993307
DSU-SYN-19,1,126.804,81.51,22.749,65.644,77.634,21.588,1888.561,0.008163
DSU-SYN-19,2,121.661,89.272,20.324,84.048,89.796,11.393,1910.487,0.009952
DSU-SYN-19,3,119.183,82.629,23.815,77.165,74.5,15.89,1905.913,0.012128
DSU-SYN-19,4,125.399,78.082,20.758,84.309,71.373,17.835,1890.914,0.014774
DSU-SYN-19,5,125.624,92.923,26.339,63.313,66.987,17.195,1900.947,0.017986
DSU-SYN-19,6,114.344,88.225,22.193,81.469,86.294,17.588,1951.62,0.021881
DSU-SYN-19,7,116.879,87.332,23.686,66.09,73.728,17.064,1899.545,0.026597
DSU-SYN-19,8,127.889,80.39,29.297,64.788,85.271,15.711,1923.945,0.032295
DSU-SYN-19,9,120.814,82.721,26.997,81.889,82.859,17.269,1938.975,0.039166
DSU-SYN-19,10,119.503,79.631,22.168,70.446,77.379,13.536,1925.31,0.047426
